文件名,物品ID 中文名,匹配方式
icon11643.png,11643 潜水服,图标列
icon11644.png,11644 潜水脚蹼,图标列
icon11645.png,11645 高级潜水面罩,图标列
icon11646.png,11646 高级潜水服,图标列
icon11647.png,11647 高级潜水脚蹼,图标列
icon11648.png,11648 闪电核心,图标列
icon11649.png,11649 水压炮; 11651 空气球,图标列
icon11650.png,11650 幸运花冠,图标列
icon11653.png,11653 精准符文石,图标列
icon11654.png,1187 彼岸菠萝; 11654 彼岸菠萝,图标列
icon11655.png,11655 珍珠,图标列
icon11656.png,11656 未用的荧光棒,图标列
icon11657.png,11657 发光的荧光棒,图标列
icon11658.png,11658 耗尽的荧光棒,图标列
icon11659.png,11659 晒干的呆呆鱼,图标列
icon11664.png,11664 星能结晶,图标列
icon11665.png,11665 冰晶喷菇孢子,图标列
icon11666.png,11666 冰晶蕨种子,图标列
icon11667.png,11667 冰魄法杖,图标列
icon11668.png,11668 极寒域法杖,图标列
icon11672.png,11672 冰雾瓶,图标列
icon11675.png,11675 械核残片,图标列
icon11676.png,11676 钢魂密钥,图标列
icon11677.png,11677 铁穹反应堆,图标列
icon11678.png,11678 铭刻稳定剂,图标列
icon11680.png,11680 浆果丛种子,图标列
icon11681.png,11681 西瓜种子,图标列
icon11682.png,11682 番茄种子,图标列
icon11683.png,11683 胡萝卜种子,图标列
icon11684.png,11684 南瓜种子,图标列
icon11685.png,11685 草莓种子,图标列
icon11686.png,11686 莲藕种子,图标列
icon11687.png,11687 沙棘种子,图标列
icon11688.png,11688 葡萄种子,图标列
icon11689.png,11689 玉米种子,图标列
icon1169.png,1169 光照感应器,icon+ID
icon11690.png,11690 青瓜种子,图标列
icon11691.png,11691 番薯种子,图标列
icon11692.png,11692 水稻种子,图标列
icon11693.png,11693 独葵种子,图标列
icon11694.png,11694 萝卜王种子,图标列
icon11695.png,11695 日光番茄种子,图标列
icon11696.png,11696 杂交水稻种子,图标列
icon11697.png,11697 彩虹草莓种子,图标列
icon11698.png,11698 水晶西瓜种子,图标列
icon11699.png,11699 阳光青提种子,图标列
icon11700.png,11700 精致玉米种子,图标列
icon11701.png,11701 冰果种子,图标列
icon11702.png,11702 烈焰瓜种子,图标列
icon11703.png,11703 荧菇菌种,图标列
icon11704.png,11704 巨大荧菇菌种,图标列
icon11705.png,11705 小星影树种子,图标列
icon11706.png,11706 星影树种子,图标列
icon11707.png,11707 星辉花种子,图标列
icon11708.png,11708 星辉三叶草种子,图标列
icon11710.png,11710 星芒麦种子,图标列
icon11711.png,11711 小星影果,图标列
icon11712.png,11712 星影果,图标列
icon11713.png,,
icon11714.png,,
icon11715.png,11715 星辉果,图标列
icon11716.png,,
icon11717.png,11717 晶髓花; 201919 晶髓花簇,图标列
icon11718.png,11718 星芒麦穗,图标列
icon11760.png,11760 铁制花洒,图标列
icon11761.png,11761 钛制花洒,图标列
icon11762.png,11762 初级丰硕肥料,图标列
icon11763.png,11763 中级丰硕肥料,图标列
icon11764.png,11764 高级丰硕肥料,图标列
icon11771.png,11771 铁质法杖,图标列
icon11772.png,11772 钛金法杖,图标列
icon11773.png,11773 钨金法杖,图标列
icon11774.png,11774 蘑菇法棒,图标列
icon11775.png,11775 蘑菇拳套,图标列
icon11776.png,11776 星落法杖,图标列
icon11777.png,11777 四叶星辉剑,图标列
icon11778.png,11778 星尘弓,图标列
icon11780.png,11780 星尘之源,图标列
icon11781.png,11781 故事碎片; 11783 蘑菇村碎语; 11784 四叶草村碎语; 11785 生物碎语,图标列
icon11782.png,11782 空间残片,图标列
icon1180.png,1180 大型储物箱（横）,图标列
icon11801.png,11800 变异卷轴; 11801 火之卷轴,图标列
icon11802.png,11802 混乱卷轴,图标列
icon11803.png,11803 书本,图标列
icon11804.png,11804 用过的信纸,图标列
icon11805.png,11805 空白卷轴,图标列
icon11806.png,11806 信纸; 11876 特殊工具,图标列
icon11807.png,11807 魔力卷轴,图标列
icon11809.png,11809 指令芯片,图标列
icon1181.png,1181 大型储物箱（竖）,图标列
icon11810.png,11810 坐骑的鞍; 12271 坐骑鞍-冲刺; 12273 坐骑鞍-超跳,图标列
icon1182.png,1182 星能振荡器,icon+ID
icon11823.png,11823 一袋砂土; 75014 砂土,图标列
icon11824.png,11824 霜火石,图标列
icon11825.png,11825 灌木丛种子,图标列
icon1183.png,1183 黄砖感压板,图标列
icon1184.png,1184 星能展台,icon+ID
icon1186.png,1186 彼岸花,图标列
icon1188.png,1188 船舵,图标列
icon11885.png,11885 手枪,图标列
icon11886.png,11886 冲锋枪,图标列
icon11887.png,11887 霰弹枪,图标列
icon11888.png,11888 步枪,图标列
icon11889.png,11889 狙击枪,图标列
icon1189.png,1189 螺旋推进器,图标列
icon11890.png,11890 机枪,图标列
icon11891.png,11891 特殊武器,图标列
icon11892.png,11892 子弹,图标列
icon11893.png,11893 头盔,图标列
icon11894.png,11894 胸甲,图标列
icon11895.png,11895 护腿,图标列
icon11896.png,11896 靴子,图标列
icon11897.png,11897 城防,图标列
icon11900.png,11900 二胡,图标列
icon11901.png,11901 庆典月饼,图标列
icon11902.png,11902 花灯碎片,图标列
icon11904.png,11904 庆典花球,图标列
icon11905.png,11905 古筝,图标列
icon11906.png,11906 唢呐,图标列
icon11907.png,11849 乐器; 11907 琵琶,图标列
icon11908.png,11908 笛子,图标列
icon11909.png,11909 鼓,图标列
icon11910.png,11910 乐谱,图标列
icon11911.png,11911 创造晶体,图标列
icon11912.png,11912 破损的帐篷,图标列
icon11913.png,11913 毁坏的帐篷,图标列
icon11914.png,11914 蝙蝠牙,图标列
icon11915.png,11915 珊瑚虫,图标列
icon11916.png,11916 配方-贝壳床; 11917 配方-贝壳沙发; 11918 配方-贝壳桌子; 11919 配方-贝壳椅子; 11920 配方-珊瑚门; 11921 配方-贝壳门; 11922 配方-珊瑚窗; 11923 配方-贝壳窗; 11924 配方-海洋储物柜; 11925 配方-海洋屏风; 11926 配方-贝壳楼梯; 11927 配方-海洋衣柜; 11928 配方-海洋落地灯; 11929 配方-海洋吊灯; 11930 配方-贝壳台灯; 11931 配方-海洋大花盆; 11932 配方-珊瑚围栏; 11933 配方-珊瑚围栏门; 11934 配方-贝壳围栏; 11935 配方-贝壳围栏门; 11936 配方-贝壳风铃; 11941 配方-贝壳双人沙发; 550018 图纸-铁制花洒; 550019 图纸-钛制花洒; 550020 图纸-初级丰硕肥料; 550021 图纸-中级丰硕肥料; 550022 图纸-粗制洒水器; 550023 图纸-标准洒水器; 550024 图纸-加强洒水器; 550025 图纸-餐盘; 550026 图纸-高脚餐盘; 550027 图纸-囤积桶; 550028 图纸-囤积箱; 550044 图纸-蓝白坐垫; 550045 图纸-田园单人床; 550046 图纸-田园衣柜; 550047 图纸-田园木箱; 550048 图纸-黄色方桌; 550049 图纸-蓝色方桌; 550050 图纸-绿色方桌; 550051 图纸-白色花盆; 550052 图纸-蓝色花盆; 550053 图纸-红色花盆; 550054 图纸-田园壁灯; 550055 图纸-白布窗帘; 550056 图纸-田园壁炉; 550057 图纸-田园地毯; 550060 图纸-四格土砖; 550061 图纸-棱纹土砖; 550062 图纸-花横纹土砖; 550063 图纸-花横纹土砖楼梯; 550064 图纸-花横纹土砖薄板; 550065 图纸-竖纹土砖; 550066 图纸-竖纹土砖竖薄板; 550067 图纸-四格黄砖; 550068 图纸-多格黄砖; 550069 图纸-花横纹黄砖; 550070 图纸-花横纹黄砖楼梯; 550071 图纸-花横纹黄砖薄板; 550072 图纸-竖纹黄砖; 550073 图纸-竖纹黄砖竖薄板; 550074 图纸-四格砂土砖; 550075 图纸-多格砂土砖; 550076 图纸-多格砂土砖楼梯; 550077 图纸-多格砂土砖竖薄板; 550078 图纸-多格砂土砖薄板; 550080 图纸-精制多格石砖; 550081 图纸-精制扇纹多格石砖; 550082 图纸-精制花横纹石砖; 550083 图纸-精制花横纹石楼梯; 550084 图纸-精制花横纹石薄板; 550085 图纸-精制竖纹石砖; 550086 图纸-精制竖纹石竖薄板; 550087 图纸-天青蓝水蘑石块; 550088 图纸-天青蓝水蘑石薄板; 550089 图纸-天青蓝水蘑石竖薄板; 550090 图纸-天青蓝水蘑石楼梯; 550091 图纸-天青蓝水蘑石斜板; 550092 图纸-天青蓝水蘑石薄斜板; 550093 图纸-天青蓝水蘑石竖薄斜板; 550094 图纸-天青蓝水蘑石弧板; 550095 图纸-天青蓝水蘑石薄弧板; 550096 图纸-天青蓝水蘑石竖薄弧板; 550097 图纸-天青蓝水蘑石三棱柱; 550098 图纸-天青蓝水蘑石棱锥,图标列
icon11937.png,11937 配方-角珊瑚鱼竿; 11938 配方-气泡珊瑚鱼竿; 11939 配方-圆盘珊瑚鱼竿; 11940 配方-树珊瑚鱼竿,图标列
icon1194.png,1194 彼岸种子,图标列
icon1195.png,1195 贝壳双人沙发,图标列
icon11957.png,11957 武器库; 11960 武器库,图标列
icon11958.png,11958 果汁,图标列
icon11959.png,11959 食物,图标列
icon11995.png,11995 区域复制器,图标列
icon11996.png,11996 迷拉币,图标列
icon11997.png,11997 一袋迷拉币,图标列
icon1200.png,1200 篝火,图标列
icon12001.png,12001 木棒,图标列
icon12002.png,12002 石矛; 15070 投射物-远程守卫,图标列
icon12003.png,11838 剑; 12003 短剑,图标列
icon12004.png,11839 矛; 12004 黄铜矛,图标列
icon12005.png,12005 能量剑,图标列
icon12006.png,12006 喷射钩爪,图标列
icon12008.png,12008 喷射塞子,图标列
icon12009.png,12009 收割者,图标列
icon1201.png,1201 石碑,图标列
icon12010.png,11840 锤; 12010 钛金战锤,图标列
icon12011.png,12011 全息投影装置,图标列
icon12012.png,11827 战斗; 12012 石剑,图标列
icon12013.png,12013 能量矛,图标列
icon12014.png,12014 蘑晶柱,图标列
icon12015.png,12015 酸液泡,图标列
icon12016.png,12016 荧羽,图标列
icon12018.png,12018 空中划过的流星; 12020 璀璨流星,图标列
icon12019.png,12019 蚀化遗物,图标列
icon1202.png,1202 部落图腾; 11864 图腾,图标列
icon12021.png,12021 猫猫鱼竿,图标列
icon1203.png,1203 农夫旗帜; 11865 旗帜,图标列
icon1204.png,1204 樵夫旗帜,图标列
icon1205.png,1205 守卫旗帜,图标列
icon12050.png,11843 弓箭; 12050 铸铁弓; 15071 投射物-远程守卫,图标列
icon12051.png,12051 石箭,图标列
icon12052.png,12052 嘟嘟鸟蛋,图标列
icon12053.png,12053 企鹅蛋,图标列
icon12054.png,12054 小沙包; 12055 小沙包,图标列
icon12056.png,12056 龙骨弓,图标列
icon12057.png,12057 圣诞小雪球; 12068 雪球-投掷物,图标列
icon12058.png,12058 红色福袋,图标列
icon12059.png,12059 汤圆,图标列
icon12060.png,12060 紫色福袋,图标列
icon12061.png,12061 鲨鱼弓,图标列
icon12062.png,12062 海洋箭,图标列
icon12063.png,12063 魔鬼鱼叉,图标列
icon12064.png,12064 飞鱼鳍,图标列
icon12065.png,12065 鲨鱼牙,图标列
icon12066.png,12066 鲨鱼皮,图标列
icon12067.png,12067 魔鬼鱼尾刺,图标列
icon12200.png,12200 滑伞菇伞,图标列
icon12201.png,12201 皮头盔,图标列
icon12202.png,12202 皮胸甲,图标列
icon12203.png,12203 皮护腿,图标列
icon12204.png,12204 皮靴子,图标列
icon12205.png,11842 背部; 12205 皮披风; 12254 迷你披风; 12255 4399披风; 12256 阿里游戏披风; 12257 华为披风; 12258 百度披风; 12259 魅族披风; 12260 小米披风; 12261 oppo披风; 12262 360披风; 12263 腾讯披风; 12264 酷狗披风; 12265 金立披风; 12266 vivo披风; 12267 乐视披风; 12268 庆典披风; 12269 祥瑞披风,图标列
icon12206.png,12206 炽炎披风; 12235 炽炎披风; 12270 新春披风,图标列
icon12207.png,12207 钨金披风; 12225 精铝披风,图标列
icon12208.png,12208 云母披风; 12215 云母披风,图标列
icon12209.png,12209 精铝披风; 12245 钻披风,图标列
icon12210.png,12210 熔岩披风,图标列
icon12211.png,12211 链甲头盔,图标列
icon12212.png,12212 链甲胸甲,图标列
icon12213.png,12213 链甲护腿,图标列
icon12214.png,12214 链甲靴子,图标列
icon12216.png,12216 黄铜头盔,图标列
icon12217.png,12217 黄铜胸甲,图标列
icon12218.png,12218 黄铜护腿,图标列
icon12219.png,12219 黄铜靴子,图标列
icon12221.png,11830 头盔; 12221 铸铁头盔,图标列
icon12222.png,11831 胸甲; 12222 铸铁胸甲,图标列
icon12223.png,11832 护腿; 12223 铸铁护腿,图标列
icon12224.png,11833 靴子; 12224 铸铁靴子,图标列
icon12226.png,12226 中式头盔,icon+ID
icon12227.png,12227 中式胸甲,icon+ID
icon12228.png,12228 中式护腿,icon+ID
icon12229.png,12229 中式靴子,icon+ID
icon1223.png,1223 贝壳床,图标列
icon12230.png,12230 佩刀,icon+ID
icon12231.png,12231 钛金头盔,图标列
icon12232.png,12232 钛金胸甲,图标列
icon12233.png,12233 钛金护腿,图标列
icon12234.png,12234 钛金靴子,图标列
icon12239.png,12239 喷漆罐,图标列
icon1224.png,1224 贝壳沙发,图标列
icon12240.png,12240 小彩蛋,图标列
icon12241.png,12241 钨金头盔,图标列
icon12242.png,12242 钨金胸甲,图标列
icon12243.png,12243 钨金护腿,图标列
icon12244.png,12244 钨金靴子,图标列
icon12246.png,12246 野人面具,图标列
icon12247.png,12247 彩弹枪,图标列
icon12248.png,12248 彩蛋; 15522 长方体; 15523 胶囊体（竖）; 15524 球体; 15525 中心长方体; 15526 胶囊体（横）; 15527 胶囊体（直）; 15531 车身方块; 15532 车轮; 15533 转向轴承; 15534 引擎; 15535 驾驶座; 15536 右前车轮; 15537 左后车轮; 15538 右后车轮,图标列
icon12249.png,12249 彩弹枪子弹,图标列
icon1225.png,1225 贝壳桌子,图标列
icon12250.png,12250 铁制坐骑铠甲,图标列
icon12251.png,12251 金坐骑铠甲; 12272 坐骑项圈-踏水; 12274 坐骑项圈-滑翔,图标列
icon12252.png,12252 钻坐骑铠甲,图标列
icon12253.png,12253 火箭背包; 20094 火箭背包-碎片,图标列
icon1226.png,1226 贝壳椅子,图标列
icon1227.png,1227 珊瑚门,图标列
icon12275.png,11852 制氧装置; 12275 氧气背包,图标列
icon12276.png,12276 氧气面罩,图标列
icon12277.png,12277 防火背包,图标列
icon12278.png,12278 雀莺羽毛,图标列
icon12279.png,12279 防寒披风,图标列
icon1228.png,1228 贝壳门,图标列
icon12280.png,12280 大爆竹; 20062 大爆竹-碎片,图标列
icon12281.png,12281 弹弓; 20063 弹弓-碎片,图标列
icon12282.png,12282 石子; 15069 投射物-远程守卫,图标列
icon12283.png,12283 弩; 20064 弩-碎片,图标列
icon12284.png,12284 火箭筒; 20065 火箭筒-碎片,图标列
icon12285.png,12285 火箭弹; 12299 无畏导弹; 12308 帝皇炮,图标列
icon12286.png,12286 金色福袋,图标列
icon12287.png,12287 泡泡球,图标列
icon12288.png,12288 吹箭筒,图标列
icon12289.png,12289 蜂刺飞镖,图标列
icon1229.png,1229 珊瑚窗,图标列
icon12290.png,12290 荧光球,图标列
icon12291.png,12291 脉冲弓; 20135 脉冲弓-碎片,图标列
icon12292.png,12292 脉冲箭,图标列
icon12293.png,12293 重力手套,图标列
icon12294.png,12294 冲击枪,图标列
icon12295.png,12295 钢珠,图标列
icon12296.png,12296 桌球,图标列
icon12297.png,12297 排球,图标列
icon12298.png,12298 木箱子,图标列
icon1230.png,1230 贝壳窗,图标列
icon12301.png,12301 弦月魔法棒,图标列
icon12302.png,12302 星翼魔法棒（蓝）,图标列
icon12303.png,12303 星翼魔法棒（红）,图标列
icon12304.png,12304 魔仙剑,图标列
icon12305.png,12305 公主魔法绘本,图标列
icon12306.png,12306 魔法调色盘（红）,图标列
icon12307.png,12307 魔法调色盘（黄）,图标列
icon12309.png,12309 蝎壳盾,图标列
icon1231.png,1231 海洋储物柜,图标列
icon12310.png,12310 蝎刺盾,图标列
icon12311.png,12311 沙之咆哮,图标列
icon12312.png,12312 防寒头盔,图标列
icon12313.png,12313 防寒胸甲,图标列
icon12314.png,12314 防寒护腿,图标列
icon12315.png,12315 防寒靴,图标列
icon12316.png,12316 冻结棒,图标列
icon12317.png,12317 木盾,图标列
icon12318.png,12318 黄铜盾,图标列
icon12319.png,11841 盾; 12319 钛金盾,图标列
icon1232.png,1232 海洋屏风,图标列
icon12320.png,12320 符文帽,图标列
icon12321.png,12321 符文服,图标列
icon12322.png,12322 符文裤,图标列
icon12323.png,12323 符文鞋,图标列
icon12324.png,12324 符文披风,图标列
icon12325.png,12325 隐身披风,图标列
icon12326.png,12326 夜光菇笠,图标列
icon12327.png,12327 国王皇冠,图标列
icon1233.png,1233 贝壳楼梯,图标列
icon1234.png,1234 海洋衣柜; 11880 衣柜,图标列
