文件名,方块ID 中文名,匹配方式
breedflag.png,201017 养殖旗帜,贴图列精确
breedflag_on.png,201017 养殖旗帜,贴图列+_on
breedflag_on_emi.png,201017 养殖旗帜,贴图列+_on
brick.png,155 水泥砖竖薄板; 510 水泥砖薄板; 530 水泥砖楼梯; 547 水泥砖块; 1247 水泥砖斜板; 1273 水泥砖薄斜板; 1274 水泥砖大薄斜板; 1317 水泥砖竖薄斜板; 1318 水泥砖竖大薄斜板; 1358 水泥砖竖板; 170004 水泥砖三棱柱; 171004 水泥砖弧板; 172004 水泥砖薄弧板; 173004 水泥砖大薄弧板; 174004 水泥砖竖薄弧板; 175004 水泥砖大竖薄弧板; 176004 水泥砖棱锥,贴图列精确
brick_mix.png,155 水泥砖竖薄板; 510 水泥砖薄板; 530 水泥砖楼梯; 547 水泥砖块; 1247 水泥砖斜板; 1273 水泥砖薄斜板; 1274 水泥砖大薄斜板; 1317 水泥砖竖薄斜板; 1318 水泥砖竖大薄斜板; 1358 水泥砖竖板; 170004 水泥砖三棱柱; 171004 水泥砖弧板; 172004 水泥砖薄弧板; 173004 水泥砖大薄弧板; 174004 水泥砖竖薄弧板; 175004 水泥砖大竖薄弧板; 176004 水泥砖棱锥,贴图列+_mix
brick_rough.png,422 粗制石砖,贴图列精确
brick_rough_mix.png,422 粗制石砖,贴图列+_mix
brick_snow_down_more.png,155 水泥砖竖薄板; 510 水泥砖薄板; 530 水泥砖楼梯; 547 水泥砖块; 1247 水泥砖斜板; 1273 水泥砖薄斜板; 1274 水泥砖大薄斜板; 1317 水泥砖竖薄斜板; 1318 水泥砖竖大薄斜板; 1358 水泥砖竖板; 170004 水泥砖三棱柱; 171004 水泥砖弧板; 172004 水泥砖薄弧板; 173004 水泥砖大薄弧板; 174004 水泥砖竖薄弧板; 175004 水泥砖大竖薄弧板; 176004 水泥砖棱锥,贴图列+_snow
brick_snow_horizontal_halftriangle.png,155 水泥砖竖薄板; 510 水泥砖薄板; 530 水泥砖楼梯; 547 水泥砖块; 1247 水泥砖斜板; 1273 水泥砖薄斜板; 1274 水泥砖大薄斜板; 1317 水泥砖竖薄斜板; 1318 水泥砖竖大薄斜板; 1358 水泥砖竖板; 170004 水泥砖三棱柱; 171004 水泥砖弧板; 172004 水泥砖薄弧板; 173004 水泥砖大薄弧板; 174004 水泥砖竖薄弧板; 175004 水泥砖大竖薄弧板; 176004 水泥砖棱锥,贴图列+_snow
brick_snow_side.png,155 水泥砖竖薄板; 510 水泥砖薄板; 530 水泥砖楼梯; 547 水泥砖块; 1247 水泥砖斜板; 1273 水泥砖薄斜板; 1274 水泥砖大薄斜板; 1317 水泥砖竖薄斜板; 1318 水泥砖竖大薄斜板; 1358 水泥砖竖板; 170004 水泥砖三棱柱; 171004 水泥砖弧板; 172004 水泥砖薄弧板; 173004 水泥砖大薄弧板; 174004 水泥砖竖薄弧板; 175004 水泥砖大竖薄弧板; 176004 水泥砖棱锥,贴图列+_snow
brick_snow_trapezoid_down.png,155 水泥砖竖薄板; 510 水泥砖薄板; 530 水泥砖楼梯; 547 水泥砖块; 1247 水泥砖斜板; 1273 水泥砖薄斜板; 1274 水泥砖大薄斜板; 1317 水泥砖竖薄斜板; 1318 水泥砖竖大薄斜板; 1358 水泥砖竖板; 170004 水泥砖三棱柱; 171004 水泥砖弧板; 172004 水泥砖薄弧板; 173004 水泥砖大薄弧板; 174004 水泥砖竖薄弧板; 175004 水泥砖大竖薄弧板; 176004 水泥砖棱锥,贴图列+_snow
brick_snow_trapezoid_up.png,155 水泥砖竖薄板; 510 水泥砖薄板; 530 水泥砖楼梯; 547 水泥砖块; 1247 水泥砖斜板; 1273 水泥砖薄斜板; 1274 水泥砖大薄斜板; 1317 水泥砖竖薄斜板; 1318 水泥砖竖大薄斜板; 1358 水泥砖竖板; 170004 水泥砖三棱柱; 171004 水泥砖弧板; 172004 水泥砖薄弧板; 173004 水泥砖大薄弧板; 174004 水泥砖竖薄弧板; 175004 水泥砖大竖薄弧板; 176004 水泥砖棱锥,贴图列+_snow
brick_snow_trapezoid_up_second.png,155 水泥砖竖薄板; 510 水泥砖薄板; 530 水泥砖楼梯; 547 水泥砖块; 1247 水泥砖斜板; 1273 水泥砖薄斜板; 1274 水泥砖大薄斜板; 1317 水泥砖竖薄斜板; 1318 水泥砖竖大薄斜板; 1358 水泥砖竖板; 170004 水泥砖三棱柱; 171004 水泥砖弧板; 172004 水泥砖薄弧板; 173004 水泥砖大薄弧板; 174004 水泥砖竖薄弧板; 175004 水泥砖大竖薄弧板; 176004 水泥砖棱锥,贴图列+_snow
brick_snow_triangle.png,155 水泥砖竖薄板; 510 水泥砖薄板; 530 水泥砖楼梯; 547 水泥砖块; 1247 水泥砖斜板; 1273 水泥砖薄斜板; 1274 水泥砖大薄斜板; 1317 水泥砖竖薄斜板; 1318 水泥砖竖大薄斜板; 1358 水泥砖竖板; 170004 水泥砖三棱柱; 171004 水泥砖弧板; 172004 水泥砖薄弧板; 173004 水泥砖大薄弧板; 174004 水泥砖竖薄弧板; 175004 水泥砖大竖薄弧板; 176004 水泥砖棱锥,贴图列+_snow
brick_snow_vertical_halftriangle.png,155 水泥砖竖薄板; 510 水泥砖薄板; 530 水泥砖楼梯; 547 水泥砖块; 1247 水泥砖斜板; 1273 水泥砖薄斜板; 1274 水泥砖大薄斜板; 1317 水泥砖竖薄斜板; 1318 水泥砖竖大薄斜板; 1358 水泥砖竖板; 170004 水泥砖三棱柱; 171004 水泥砖弧板; 172004 水泥砖薄弧板; 173004 水泥砖大薄弧板; 174004 水泥砖竖薄弧板; 175004 水泥砖大竖薄弧板; 176004 水泥砖棱锥,贴图列+_snow
brokencrafttable.png,796 不完整工匠台,贴图列精确
brushmonsterblock_off.png,1080 刷怪方块,贴图列精确
brushmonsterblock_off_mix.png,1080 刷怪方块,贴图列+_mix
brushmonsterblock_on.png,1080 刷怪方块,贴图列+_on
brushmonsterblock_on_emi.png,1080 刷怪方块,贴图列+_on
brushmonsterblock_on_mix.png,1080 刷怪方块,贴图列+_on
bubblecoral.png,488 气泡珊瑚; 489 白化气泡珊瑚,贴图列精确
bubblecoral_1.png,488 气泡珊瑚; 489 白化气泡珊瑚,贴图列+_1
bubblecoral_2.png,488 气泡珊瑚; 489 白化气泡珊瑚,贴图列+_2
bubblecoral_mix.png,488 气泡珊瑚; 489 白化气泡珊瑚,贴图列+_mix
buildflag.png,150004 建筑旗帜,贴图列精确
buildflag_on.png,150004 建筑旗帜,贴图列+_on
buildflag_on_emi.png,150004 建筑旗帜,贴图列+_on
buildflag_wild.png,150005 野生建筑旗帜,贴图列精确
buildflag_wild_on.png,150005 野生建筑旗帜,贴图列+_on
buildflag_wild_on_emi.png,150005 野生建筑旗帜,贴图列+_on
bullethole.png,,
buriedmachine.png,598 掩埋的机械,贴图列精确
buryland_dry.png,103 土坑,贴图列+_dry
buryland_dry_mix.png,103 土坑,贴图列+_dry
buryland_side_dry.png,103 土坑,贴图列+_side
buryland_side_dry_mix.png,103 土坑,贴图列+_side
buryland_side_wet.png,103 土坑,贴图列+_side
buryland_side_wet_mix.png,103 土坑,贴图列+_side
buryland_wet.png,103 土坑,贴图列+_wet
buryland_wet_mix.png,103 土坑,贴图列+_wet
butterfly_flower_pink.png,150055 粉蝶花,贴图列精确
butterfly_flower_pink_emi.png,150055 粉蝶花,贴图列+_emi
button_stone.png,716 普通按钮,贴图列精确
button_stone1.png,716 普通按钮,贴图列+1
button_wood.png,715 触碰按钮,贴图列精确
button_wood1.png,715 触碰按钮,贴图列+1
cabbage.png,1517 甘蓝,贴图列精确
cactus.png,242 仙人掌茎; 458 仙人掌幼苗; 459 仙人掌苗; 460 仙人掌花方块; 461 仙人掌果实方块; 463 仙人掌分支,贴图列精确
cactus_mix.png,242 仙人掌茎; 458 仙人掌幼苗; 459 仙人掌苗; 460 仙人掌花方块; 461 仙人掌果实方块; 463 仙人掌分支,贴图列+_mix
caidan_statue.png,200429 神灵石像,贴图列精确
caidan_statue_emi.png,200429 神灵石像,贴图列+_emi
caidan_statue_mix.png,200429 神灵石像,贴图列+_mix
cake.png,830 烤肉披萨; 831 蔬果披萨,贴图列精确
cake2.png,980 周年生日蛋糕,贴图列精确
cake3.png,830 烤肉披萨,贴图列精确
cake3_mix.png,830 烤肉披萨,贴图列+_mix
cake_mix.png,830 烤肉披萨; 831 蔬果披萨,贴图列+_mix
calculator1_off.png,387 星能算法器,贴图列精确
calculator1_off_mix.png,387 星能算法器,贴图列+_mix
calculator1_on.png,387 星能算法器,贴图列精确
calculator1_on_emi.png,387 星能算法器,贴图列+_emi
calculator1_on_mix.png,387 星能算法器,贴图列+_mix
calculator_arith1.png,1033 算法器,贴图列+1
calculator_arith2.png,1033 算法器,贴图列+2
calculator_off.png,704 星能比较器; 1033 算法器,贴图列精确
calculator_on.png,705 星能比较器,贴图列精确
calculator_rand1.png,,
calculator_switch1.png,704 星能比较器; 705 星能比较器,贴图列+1
calculator_switch2.png,704 星能比较器; 705 星能比较器,贴图列+2
calculator_switch3.png,704 星能比较器; 705 星能比较器,贴图列+3
calculator_switch4.png,704 星能比较器; 705 星能比较器,贴图列+4
candlestick.png,931 蜡烛台; 932 蜡烛台,贴图列精确
candlestick_mix.png,931 蜡烛台; 932 蜡烛台,贴图列+_mix
candyzombie_dustbin.png,390114 垃圾桶,贴图列精确
candyzombie_ladder.png,390112 铁梯子,贴图列精确
candyzombie_sheetiron.png,390113 修补铁板,贴图列精确
cao1.png,,
cao2.png,,
cao3.png,,
caramel.png,559 焦糖块,贴图列精确
carrots1_s0.png,1486 胡萝卜,贴图列+_s0
carrots1_s1.png,1486 胡萝卜,贴图列+_s1
carrots1_s2.png,1486 胡萝卜,贴图列+_s2
carrots1_s3.png,1486 胡萝卜,贴图列+_s3
catceilinglight.png,201647 猫猫顶灯,贴图列精确
catceilinglight_emi.png,201647 猫猫顶灯,贴图列+_emi
catceilinglight_mix.png,201647 猫猫顶灯,贴图列+_mix
catdomelight.png,201648 泡泡吊灯,贴图列精确
catdomelight_emi.png,201648 泡泡吊灯,贴图列+_emi
catdomelight_mix.png,201648 泡泡吊灯,贴图列+_mix
cattreebaseplate.png,201652 猫架基座平板,贴图列精确
cattreebaseplate_mix.png,201652 猫架基座平板,贴图列+_mix
cattreebox.png,201656 猫架方箱,贴图列精确
cattreebox_mix.png,201656 猫架方箱,贴图列+_mix
cattreecolumn.png,201653 猫架半板带单柱,贴图列精确
cattreecolumn_mix.png,201653 猫架半板带单柱,贴图列+_mix
cattreeroundtop.png,201655 猫架圆顶带单柱,贴图列精确
cattreeroundtop_mix.png,201655 猫架圆顶带单柱,贴图列+_mix
cattreestairs.png,201654 猫架楼梯,贴图列精确
cattreestairs_mix.png,201654 猫架楼梯,贴图列+_mix
cauliflower.png,1522 花椰菜,贴图列精确
caustics.png,,
cavegrass.png,1798 荧光草; 150746 农用收割机,贴图列精确
ceiling_lamp_on.png,933 吊灯,贴图列精确
ceiling_lamp_on_emi.png,933 吊灯,贴图列+_emi
cement_normal.png,666 水泥块; 667 上色水泥块; 668 上色水泥块; 669 上色水泥块; 670 上色水泥块; 671 上色水泥块; 672 上色水泥块; 673 上色水泥块; 674 上色水泥块; 675 上色水泥块; 676 上色水泥块; 677 上色水泥块; 678 上色水泥块; 679 上色水泥块; 680 上色水泥块; 681 上色水泥块; 682 上色水泥块; 1960 上色水泥块; 1961 上色水泥块; 1962 上色水泥块; 1963 上色水泥块; 1964 上色水泥块; 1965 上色水泥块; 1966 上色水泥块; 1967 上色水泥块; 1968 上色水泥块; 1969 上色水泥块; 1970 上色水泥块; 1971 上色水泥块,贴图列精确
cement_normal_mix.png,666 水泥块; 667 上色水泥块; 668 上色水泥块; 669 上色水泥块; 670 上色水泥块; 671 上色水泥块; 672 上色水泥块; 673 上色水泥块; 674 上色水泥块; 675 上色水泥块; 676 上色水泥块; 677 上色水泥块; 678 上色水泥块; 679 上色水泥块; 680 上色水泥块; 681 上色水泥块; 682 上色水泥块; 1960 上色水泥块; 1961 上色水泥块; 1962 上色水泥块; 1963 上色水泥块; 1964 上色水泥块; 1965 上色水泥块; 1966 上色水泥块; 1967 上色水泥块; 1968 上色水泥块; 1969 上色水泥块; 1970 上色水泥块; 1971 上色水泥块,贴图列+_mix
ceshi_door.png,390080 [水墨]四层中式门,贴图列精确
chair_wood.png,965 椅子; 970 象牙白椅子; 975 松木椅子,贴图列精确
chair_wood2.png,970 象牙白椅子,贴图列精确
chair_wood2_mix.png,970 象牙白椅子,贴图列+_mix
chair_wood3.png,975 松木椅子,贴图列精确
chair_wood3_mix.png,975 松木椅子,贴图列+_mix
chair_wood_mix.png,965 椅子; 970 象牙白椅子; 975 松木椅子,贴图列+_mix
chassisframe.png,150920 底盘框架,贴图列精确
cherry tree.png,,
cherrytree.png,1538 樱桃,贴图列精确
cheshen.png,1082 车身方块（测试用）,贴图列精确
chest.png,801 储物箱; 989 补给道具箱; 998 初始道具补给箱; 999 再次挑战补给箱; 1180 大型储物箱（横）; 1181 大型储物箱（竖）,贴图列精确
chest1.png,998 初始道具补给箱,贴图列精确
chest1_mix.png,998 初始道具补给箱,贴图列+_mix
chest2.png,989 补给道具箱; 999 再次挑战补给箱,贴图列精确
chest2_mix.png,989 补给道具箱; 999 再次挑战补给箱,贴图列+_mix
chest3.png,801 储物箱; 989 补给道具箱; 998 初始道具补给箱; 999 再次挑战补给箱; 1180 大型储物箱（横）; 1181 大型储物箱（竖）,贴图列+3
chest4.png,801 储物箱; 989 补给道具箱; 998 初始道具补给箱; 999 再次挑战补给箱; 1180 大型储物箱（横）; 1181 大型储物箱（竖）,贴图列+4
chest5.png,801 储物箱; 989 补给道具箱; 998 初始道具补给箱; 999 再次挑战补给箱; 1180 大型储物箱（横）; 1181 大型储物箱（竖）,贴图列+5
chest6.png,801 储物箱; 989 补给道具箱; 998 初始道具补给箱; 999 再次挑战补给箱; 1180 大型储物箱（横）; 1181 大型储物箱（竖）,贴图列+6
chest_matcap.png,801 储物箱; 989 补给道具箱; 998 初始道具补给箱; 999 再次挑战补给箱; 1180 大型储物箱（横）; 1181 大型储物箱（竖）,贴图列+_matcap
chest_mix.png,801 储物箱; 989 补给道具箱; 998 初始道具补给箱; 999 再次挑战补给箱; 1180 大型储物箱（横）; 1181 大型储物箱（竖）,贴图列+_mix
chicken_coop.png,1391 鸡窝,贴图列精确
chicken_coop_mix.png,1391 鸡窝,贴图列+_mix
chili.png,,
china_bathtub.png,1582 中式浴缸,贴图列精确
china_bathtub_rgb.png,1582 中式浴缸,贴图列+_rgb
china_bed.png,1574 中式床,贴图列精确
china_bed_rgb.png,1574 中式床,贴图列+_rgb
china_brick_side.png,1595 中式砖,贴图列+_side
china_brick_top.png,1595 中式砖,贴图列+_top
china_cabinet.png,1584 中式橱柜,贴图列精确
china_cabinet_rgb.png,1584 中式橱柜,贴图列+_rgb
china_carpet.png,,
china_carpet_rgb.png,,
china_ceiling_light.png,1589 中式吊灯,贴图列精确
china_ceiling_light_emi.png,1589 中式吊灯,贴图列+_emi
china_ceiling_light_rgb.png,1589 中式吊灯,贴图列+_rgb
china_chair.png,1580 中式椅子,贴图列精确
china_chair_rgb.png,1580 中式椅子,贴图列+_rgb
china_closet.png,1583 中式衣柜,贴图列精确
china_closet_rgb.png,1583 中式衣柜,贴图列+_rgb
china_desk.png,1576 中式书桌,贴图列精确
china_desk_rgb.png,1576 中式书桌,贴图列+_rgb
china_door.png,1591 中式门,贴图列精确
china_door_rgb.png,1591 中式门,贴图列+_rgb
china_erect_light.png,1588 中式立体灯,贴图列精确
china_erect_light_emi.png,1588 中式立体灯,贴图列+_emi
china_erect_light_rgb.png,1588 中式立体灯,贴图列+_rgb
china_group_cabinet.png,1586 中式组合柜,贴图列精确
china_group_cabinet_rgb.png,1586 中式组合柜,贴图列+_rgb
china_half_brick_side.png,1596 中式半砖,贴图列+_side
china_half_brick_top.png,1596 中式半砖,贴图列+_top
china_half_cabinet.png,1585 中式半格橱柜,贴图列精确
china_half_cabinet_rgb.png,1585 中式半格橱柜,贴图列+_rgb
china_rail.png,1597 中式围栏,贴图列精确
china_rail_rgb.png,1597 中式围栏,贴图列+_rgb
china_screen.png,1587 中式屏风,贴图列精确
china_screen_rgb.png,1587 中式屏风,贴图列+_rgb
china_screen_screengrass.png,1587 中式屏风,贴图列+_screengrass
china_sofa.png,1575 中式沙发,贴图列精确
china_sofa_rgb.png,1575 中式沙发,贴图列+_rgb
china_stairs.png,1593 中式楼梯,贴图列精确
china_stairs_rgb.png,1593 中式楼梯,贴图列+_rgb
china_table.png,1577 中式餐桌,贴图列精确
china_table_rgb.png,1577 中式餐桌,贴图列+_rgb
china_tea_table.png,1578 中式茶几,贴图列精确
china_tea_table_rgb.png,1578 中式茶几,贴图列+_rgb
china_toilet.png,1581 中式马桶,贴图列精确
china_toilet_rgb.png,1581 中式马桶,贴图列+_rgb
china_wall1_side.png,1594 中式墙砖,贴图列+数字_side
china_wall_light.png,1590 中式壁灯,贴图列精确
china_wall_light_emi.png,1590 中式壁灯,贴图列+_emi
china_wall_light_rgb.png,1590 中式壁灯,贴图列+_rgb
china_wall_side.png,1594 中式墙砖,贴图列+_side
china_wall_top.png,1594 中式墙砖,贴图列+_top
china_wash_table.png,1579 中式洗手台,贴图列精确
china_wash_table_rgb.png,1579 中式洗手台,贴图列+_rgb
china_window.png,1592 中式窗,贴图列精确
china_window_rgb.png,1592 中式窗,贴图列+_rgb
china_window_screengrass.png,1592 中式窗,贴图列+_screengrass
chives.png,1523 韭菜,贴图列精确
chiyan1.png,400 炽炎矿,贴图列精确
chiyan1_emi.png,400 炽炎矿,贴图列+_emi
chiyan_x.png,400 炽炎矿,贴图列+_x
chiyan_y.png,400 炽炎矿,贴图列+_y
chiyan_z.png,400 炽炎矿,贴图列+_z
chrismas_box0.png,847 圣诞礼盒,贴图列+0
chrismas_box1.png,847 圣诞礼盒,贴图列+1
chrismas_box2.png,847 圣诞礼盒,贴图列+2
chrismas_tree.png,244 圣诞树; 879 圣诞铃铛; 880 圣诞条带,贴图列精确
chrismas_tree_mix.png,244 圣诞树; 879 圣诞铃铛; 880 圣诞条带,贴图列+_mix
cityground.png,99 混凝土,贴图列精确
cityground_mix.png,99 混凝土,贴图列+_mix
clawtable.png,201640 狗狗茶几,贴图列精确
clawtable_mix.png,201640 狗狗茶几,贴图列+_mix
climbingframe.png,153000 攀藤架,贴图列精确
climbingframe_mix.png,153000 攀藤架,贴图列+_mix
clip_trap.png,200001 假人模型; 200004 夹子陷阱,贴图列精确
clip_trap_matcap.png,200001 假人模型; 200004 夹子陷阱,贴图列+_matcap
cloudblock_mix.png,,
cloudblockblue.png,201617 云朵蓝方块,贴图列精确
cloudblockpink.png,201618 云朵粉方块,贴图列精确
cloudblockpurple.png,201619 云朵紫方块,贴图列精确
cloudcarpet.png,201634 云朵地毯,贴图列精确
cloudcarpet_mix.png,201634 云朵地毯,贴图列+_mix
cloudmessageboard.png,201635 云朵立牌,贴图列精确
cloudmessageboard_mix.png,201635 云朵立牌,贴图列+_mix
cloudportal.png,1100 地图传送方块,贴图列精确
cloudportal_emi.png,1100 地图传送方块,贴图列+_emi
cloudportal_mix.png,1100 地图传送方块,贴图列+_mix
cloudrecliner.png,201625 云朵躺椅,贴图列精确
cloudrecliner_mix.png,201625 云朵躺椅,贴图列+_mix
cloudskylight.png,201622 云朵天窗,贴图列精确
cloudskylight_mix.png,201622 云朵天窗,贴图列+_mix
cloudstair.png,201623 云朵阶梯,贴图列精确
cloudstair_mix.png,201623 云朵阶梯,贴图列+_mix
cloudwindow.png,201621 云朵视窗,贴图列精确
cloudwindow_mix.png,201621 云朵视窗,贴图列+_mix
clovervillagetotem.png,201020 四叶草村图腾,贴图列精确
